time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-05-03 09:30:00-04:00,iTrader,e2f14b8ca3384a26938104661ccc45f2,AAPL,buy,market,fill,1,gtc,0.0,1,stock,186.64999389648438,90.0,0.0
2024-05-06 09:30:00-04:00,iTrader,2b6c4a3635d04d02b01dba3aa9c1e36b,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-06 09:30:00-04:00,iTrader,2b6c4a3635d04d02b01dba3aa9c1e36b,AAPL,buy,market,fill,1,gtc,0.0,1,stock,182.35000610351562,73.0,0.0
2024-05-28 09:30:00-04:00,iTrader,f1330562ab8347f59596768b01e7ed91,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-28 09:30:00-04:00,iTrader,f1330562ab8347f59596768b01e7ed91,AAPL,buy,market,fill,1,gtc,0.0,1,stock,191.50999450683594,56.0,0.0
2024-06-11 09:30:00-04:00,iTrader,40d59e4aae464dfba98ba848112a1aee,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,b2e94187b039403ab3b7d9196e490e13,AAPL,sell,limit,fill,1,day,0.0,1,stock,202.00799560546875,94.0,0.0
2024-06-12 09:30:00-04:00,iTrader,9e3acdf0621542018fd00845c463957f,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-12 09:30:00-04:00,iTrader,c44d2145c9b34a75864ad52fe9d979b0,AAPL,sell,limit,fill,1,day,0.0,1,stock,218.82000732421875,73.0,0.0
2024-06-13 09:30:00-04:00,iTrader,5051bebafed448769d04b24644295e78,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-06-13 09:30:00-04:00,iTrader,5051bebafed448769d04b24644295e78,AAPL,buy,market,fill,1,gtc,0.0,1,stock,214.74000549316406,73.0,0.0
2024-07-05 08:30:00-04:00,iTrader,43692409a13e44769af2847b443c0467,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-07-05 08:30:00-04:00,iTrader,ec6e034d1313405dbf1acb37a27d2e1d,AAPL,sell,limit,fill,1,day,0.0,1,stock,223.97999267578123,90.0,0.0
2024-07-10 09:30:00-04:00,iTrader,3150ff8afa474d56a9eeff49391664ec,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-07-10 09:30:00-04:00,iTrader,c1d0c08a227c4bac9976dd1d65537946,AAPL,sell,limit,fill,1,day,0.0,1,stock,229.8119934082031,56.0,0.0
2024-08-01 09:30:00-04:00,iTrader,584a99f2a2634e63be4c747946cf6341,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-08-01 09:30:00-04:00,iTrader,584a99f2a2634e63be4c747946cf6341,AAPL,buy,market,fill,1,gtc,0.0,1,stock,224.3699951171875,85.0,0.0
2024-08-02 09:30:00-04:00,iTrader,2c8593fb3c244b1c9d1e3667c086348b,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-08-02 09:30:00-04:00,iTrader,2c8593fb3c244b1c9d1e3667c086348b,AAPL,buy,market,fill,1,gtc,0.0,1,stock,219.14999389648438,70.0,0.0
2024-08-05 08:30:00-04:00,iTrader,4275925ef5b04d4a91aef8a52131c867,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-08-05 08:30:00-04:00,iTrader,b41331ad2b144e928bea5ae139179a98,AAPL,sell,stop,fill,1,day,0.0,1,stock,199.08999633789062,73.0,0.0
2024-08-05 08:30:00-04:00,iTrader,cfbc8da68438405eae0002951f618f2e,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-08-05 08:30:00-04:00,iTrader,87e592914f074e91b620839f0fa82eb6,AAPL,sell,stop,fill,1,day,0.0,1,stock,199.08999633789062,85.0,0.0
2024-08-05 08:30:00-04:00,iTrader,2b6f6845f43345b2a7402606f18346b7,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-08-05 08:30:00-04:00,iTrader,741814d0648546c4864be242b836085a,AAPL,sell,stop,fill,1,day,0.0,1,stock,199.08999633789062,70.0,0.0
2024-08-05 09:30:00-04:00,iTrader,410020a6b41a453e8b7faa159957bc40,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2024-08-05 09:30:00-04:00,iTrader,410020a6b41a453e8b7faa159957bc40,AAPL,sell,market,fill,1,gtc,0.0,1,stock,199.08999633789062,107.0,0.0
2024-08-06 09:30:00-04:00,iTrader,503586096e344b47a5d6dc9b594c9003,AAPL,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-06 09:30:00-04:00,iTrader,40b2db07225d4cb4b135c643b4ac252d,AAPL,buy,stop,fill,1,day,0.0,1,stock,209.04449615478518,107.0,0.0
2024-08-29 09:30:00-04:00,iTrader,1be3208c16a74e7a991f8734927cd766,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-08-29 09:30:00-04:00,iTrader,1be3208c16a74e7a991f8734927cd766,AAPL,buy,market,fill,1,gtc,0.0,1,stock,230.10000610351562,91.0,0.0
2024-09-04 09:30:00-04:00,iTrader,fd58398f2f1f4ed18a002c28a80bd73a,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-09-04 09:30:00-04:00,iTrader,3d384e9d184944698de5f31e05de5fc7,AAPL,sell,stop,fill,1,day,0.0,1,stock,218.59500579833983,91.0,0.0
2024-09-23 09:30:00-04:00,iTrader,3c375c3125614928a42635585404b1c0,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2024-09-23 09:30:00-04:00,iTrader,3c375c3125614928a42635585404b1c0,AAPL,buy,market,fill,1,gtc,0.0,1,stock,227.33999633789062,92.0,0.0
