time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-02-16 09:30:00-05:00,iTrader,c8c52f0bef984d51afaf9975bac15420,GOOG,buy,market,fill,1,day,0.0,1,stock,144.2100067138672,311.0,0.0
2024-02-16 09:30:00-05:00,iTrader,bfe1c62201fe43aa8268a8bdacb62e32,GOOG,buy,market,fill,1,gtc,0.0,1,stock,144.2100067138672,209.0,0.0
2024-02-28 09:30:00-05:00,iTrader,5f25259a7611432698f07dd7b4f4eb0b,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-02-28 09:30:00-05:00,iTrader,76ec6653676c4b0e9d82be9449728ec9,GOOG,sell,stop,fill,1,day,0.0,1,stock,136.99950637817383,209.0,0.0
2024-03-19 09:30:00-04:00,iTrader,a4f9c38ae0b0447a89e0f62214d4d359,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-03-19 09:30:00-04:00,iTrader,a4f9c38ae0b0447a89e0f62214d4d359,GOOG,buy,market,fill,1,gtc,0.0,1,stock,148.7899932861328,140.0,0.0
2024-03-27 09:30:00-04:00,iTrader,7cdad02764754a2c8453182ece89080e,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-03-27 09:30:00-04:00,iTrader,6ad0f1e42e5f4834bbe96652dc5e9610,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-03-27 09:30:00-04:00,iTrader,a09a074eff5f43b9bc4b1957fd6c1e24,GOOG,sell,market,new,1,day,0.0,1,stock,,,
2024-03-27 09:30:00-04:00,iTrader,9c29dc9b66f140f0919e57fafa10376a,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-03-27 09:30:00-04:00,iTrader,a09a074eff5f43b9bc4b1957fd6c1e24,GOOG,sell,market,fill,1,day,0.0,1,stock,152.0,140.0,0.0
2024-03-27 09:30:00-04:00,iTrader,9c29dc9b66f140f0919e57fafa10376a,GOOG,sell,market,fill,1,gtc,0.0,1,stock,152.0,110.0,0.0
2024-04-08 08:30:00-04:00,iTrader,3a9ca6f4b8f646b999d82c6cd679e667,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-04-08 08:30:00-04:00,iTrader,8038c0a28a7e4219acf4c6bc87f09376,GOOG,buy,stop,fill,1,day,0.0,1,stock,159.6,110.0,0.0
2024-04-11 09:30:00-04:00,iTrader,d9a78895059c4c98b0f69f4426d7074c,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-04-11 09:30:00-04:00,iTrader,d9a78895059c4c98b0f69f4426d7074c,GOOG,buy,market,fill,1,gtc,0.0,1,stock,159.40499877929688,130.0,0.0
2024-04-12 09:30:00-04:00,iTrader,9a6ee410db7044b6a6fdc9e096cbe129,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-04-12 09:30:00-04:00,iTrader,9a6ee410db7044b6a6fdc9e096cbe129,GOOG,buy,market,fill,1,gtc,0.0,1,stock,159.40499877929688,104.0,0.0
2024-04-18 09:30:00-04:00,iTrader,539b7760b229434fa6117606c780437e,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,35670ddd34ed45ecb073bc606827eb60,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,9350555a893344638da49f81701c24cd,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,33ec6e8637514dc8bc433a045ec75dce,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,83487e1801624d669f6038431f777c75,GOOG,sell,market,new,1,day,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,6bd9d6a0f8534e77bc752297e0772e18,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-04-18 09:30:00-04:00,iTrader,83487e1801624d669f6038431f777c75,GOOG,sell,market,fill,1,day,0.0,1,stock,157.75,234.0,0.0
2024-04-18 09:30:00-04:00,iTrader,6bd9d6a0f8534e77bc752297e0772e18,GOOG,sell,market,fill,1,gtc,0.0,1,stock,157.75,85.0,0.0
2024-04-25 09:30:00-04:00,iTrader,3eb6b0de2f8b4c0a8da6cb2a6b0b829c,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-04-25 09:30:00-04:00,iTrader,e0c43c389d314d7fb7b96a475bb44fa6,GOOG,buy,stop,fill,1,day,0.0,1,stock,175.99000549316406,85.0,0.0
2024-05-02 09:30:00-04:00,iTrader,623724e7e1184ee68a5974ffa3536265,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-02 09:30:00-04:00,iTrader,623724e7e1184ee68a5974ffa3536265,GOOG,buy,market,fill,1,gtc,0.0,1,stock,169.5399932861328,120.0,0.0
2024-05-17 09:30:00-04:00,iTrader,fa8fd7f5d4a64f518f52f895ba68ca53,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-17 09:30:00-04:00,iTrader,fa8fd7f5d4a64f518f52f895ba68ca53,GOOG,buy,market,fill,1,gtc,0.0,1,stock,175.5500030517578,93.0,0.0
2024-06-11 09:30:00-04:00,iTrader,2be608dd06774dee92cb10ea2713d077,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,74903a7b80664c21877ee1bf8ed77dda,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,8373515ebae34a2d9bf142e28671feb8,GOOG,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,3204d2b780fa48f0b74df432fc10804f,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,736323c7f32944878c9281d79e2755a8,GOOG,sell,market,new,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,50b3c31f9ae048ceae37b83671f61d6e,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,iTrader,736323c7f32944878c9281d79e2755a8,GOOG,sell,market,fill,1,day,0.0,1,stock,179.75,213.0,0.0
2024-06-11 09:30:00-04:00,iTrader,50b3c31f9ae048ceae37b83671f61d6e,GOOG,sell,market,fill,1,gtc,0.0,1,stock,179.75,73.0,0.0
2024-06-12 09:30:00-04:00,iTrader,04e64e1f9dec4438918aef34b9024f33,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-06-12 09:30:00-04:00,iTrader,20d0decc2e8e457aa5914f98bdfd62df,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-06-12 09:30:00-04:00,iTrader,d786c47d820040ebb2ac0e2a22064f61,GOOG,buy,market,new,1,day,0.0,1,stock,,,
2024-06-12 09:30:00-04:00,iTrader,97a35dfdf2304e7d92320dbc04ba138c,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-06-12 09:30:00-04:00,iTrader,d786c47d820040ebb2ac0e2a22064f61,GOOG,buy,market,fill,1,day,0.0,1,stock,177.83999633789062,73.0,0.0
2024-06-12 09:30:00-04:00,iTrader,97a35dfdf2304e7d92320dbc04ba138c,GOOG,buy,market,fill,1,gtc,0.0,1,stock,177.83999633789062,131.0,0.0
2024-07-25 09:30:00-04:00,iTrader,451ed6791d0d4e70a4acbfd7ef067e9d,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-07-25 09:30:00-04:00,iTrader,e519e1bf6f644ddf96829469afffa783,GOOG,sell,stop,fill,1,day,0.0,1,stock,168.77000427246094,131.0,0.0
2024-07-26 09:30:00-04:00,iTrader,11267b0ab1194a4999d5c8b2f73f96f7,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-07-26 09:30:00-04:00,iTrader,11267b0ab1194a4999d5c8b2f73f96f7,GOOG,sell,market,fill,1,gtc,0.0,1,stock,168.77000427246094,122.0,0.0
2024-08-05 09:30:00-04:00,iTrader,5a5e1d2c2ed744d7abf786e4153445aa,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-08-05 09:30:00-04:00,iTrader,5a5e1d2c2ed744d7abf786e4153445aa,GOOG,sell,market,fill,1,gtc,0.0,1,stock,160.94500732421875,153.0,0.0
2024-08-06 09:30:00-04:00,iTrader,8d8fbfc7d3c543678a7e2cc60f52697c,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-08-06 09:30:00-04:00,iTrader,8d8fbfc7d3c543678a7e2cc60f52697c,GOOG,sell,market,fill,1,gtc,0.0,1,stock,163.24000549316406,181.0,0.0
2024-08-09 09:30:00-04:00,iTrader,79d64028dbb14a1d96ffd4515bcac90b,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-08-09 09:30:00-04:00,iTrader,79d64028dbb14a1d96ffd4515bcac90b,GOOG,sell,market,fill,1,gtc,0.0,1,stock,161.64500427246094,219.0,0.0
2024-08-12 09:30:00-04:00,iTrader,58f61d358dfb4e978d5cc5d1ba25ac79,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-08-12 09:30:00-04:00,iTrader,58f61d358dfb4e978d5cc5d1ba25ac79,GOOG,sell,market,fill,1,gtc,0.0,1,stock,165.18499755859375,258.0,0.0
2024-08-19 08:30:00-04:00,iTrader,a9cb799b60744c22b646c1f5dd6f84ca,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-19 08:30:00-04:00,iTrader,890a5e298f2f402d87df4210c1c17963,GOOG,buy,stop,fill,1,day,0.0,1,stock,168.99225769042968,153.0,0.0
2024-08-19 08:30:00-04:00,iTrader,a5240b258acc4dfe85e61b2025c06b52,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-19 08:30:00-04:00,iTrader,66424e41965f4cebaa0c73bef58f34a0,GOOG,buy,stop,fill,1,day,0.0,1,stock,169.72725448608398,219.0,0.0
2024-08-21 09:30:00-04:00,iTrader,7afbde1ce5a34c26b51c8567942be71d,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,a921f49f6aa9437b903ff7cdbffd581d,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,6921c56f7c124aeb9b9a59d9927c8ad8,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,578b965b56af4ee38e480cc1956e633f,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,41f98aa7f93c404b9789142a377c2dea,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,0f0d888cbd1740c5b200b076b9a22b25,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,a9af33a7773e4b8aa0b6eec72154eb7b,GOOG,buy,market,new,1,day,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,e4d48dab83b24a18b55b4f02c597c1d7,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-08-21 09:30:00-04:00,iTrader,a9af33a7773e4b8aa0b6eec72154eb7b,GOOG,buy,market,fill,1,day,0.0,1,stock,169.0399932861328,561.0,0.0
2024-08-21 09:30:00-04:00,iTrader,e4d48dab83b24a18b55b4f02c597c1d7,GOOG,buy,market,fill,1,gtc,0.0,1,stock,169.0399932861328,228.0,0.0
2024-09-03 08:30:00-04:00,iTrader,2a5902b97fe340bf89d50a8a63bcc506,GOOG,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-09-03 08:30:00-04:00,iTrader,9104f7f1ab9645c9ba4cb41ec9dd2aa8,GOOG,sell,stop,fill,1,day,0.0,1,stock,158.0749969482422,228.0,0.0
2024-09-09 09:30:00-04:00,iTrader,4893a5edd6544ebdbb769fc58df41627,GOOG,sell,market,new,1,gtc,0.0,1,stock,,,
2024-09-09 09:30:00-04:00,iTrader,4893a5edd6544ebdbb769fc58df41627,GOOG,sell,market,fill,1,gtc,0.0,1,stock,151.4499969482422,126.0,0.0
2024-09-10 09:30:00-04:00,iTrader,e0ebe3bb125a4b74910e6c5f00485e3e,GOOG,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-09-10 09:30:00-04:00,iTrader,5363c4178317400688cdc6887f174894,GOOG,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-09-10 09:30:00-04:00,iTrader,bb64e56d24064d7298a377610164ead4,GOOG,buy,market,new,1,day,0.0,1,stock,,,
2024-09-10 09:30:00-04:00,iTrader,d99411c681ec46ad9aaed34b6c117e08,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-09-10 09:30:00-04:00,iTrader,bb64e56d24064d7298a377610164ead4,GOOG,buy,market,fill,1,day,0.0,1,stock,151.08999633789062,126.0,0.0
2024-09-10 09:30:00-04:00,iTrader,d99411c681ec46ad9aaed34b6c117e08,GOOG,buy,market,fill,1,gtc,0.0,1,stock,151.08999633789062,151.0,0.0
2024-09-11 09:30:00-04:00,iTrader,1b22ccfc95b0464088892e3ef29baecc,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
2024-09-11 09:30:00-04:00,iTrader,1b22ccfc95b0464088892e3ef29baecc,GOOG,buy,market,fill,1,gtc,0.0,1,stock,154.80999755859375,93.0,0.0
2024-09-25 09:30:00-04:00,iTrader,c3867f583aaa4ec78851742c2e09897d,GOOG,buy,market,new,1,gtc,0.0,1,stock,,,
